epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,83.5751,1.1218119600000003,2.1355954500000003,1.55502807,0.7775953299999999,0.7744836999999999,0.79111934,0.48931136999999997,1.24722786,1.7089430700000001,1.8277058700000002,0.00036527238000000004,0.00036527238000000004,0.00036527238000000004
2,163.291,1.1275713600000001,1.4411806200000001,1.53637953,0.8451650299999999,0.6573696,0.7582508599999999,0.43380552999999994,1.4541194100000001,1.4240613,2.0710206600000003,0.0007238513699999999,0.0007238513699999999,0.0007238513699999999
3,241.49,1.1499337200000002,1.2933427800000001,1.55135397,0.7772529499999999,0.7710095499999999,0.8123267599999998,0.47585784999999997,1.3756426200000003,1.3602312600000002,1.99498665,0.0010743678,0.0010743678,0.0010743678
4,319.11,1.1279586300000002,1.14595179,1.5277503600000002,0.8384483399999999,0.82813666,0.86160934,0.5494091299999999,1.30532829,1.04973009,1.89038403,0.0010635966,0.0010635966,0.0010635966
5,397.062,1.1075723400000002,1.07972862,1.5163308600000003,0.8742572599999998,0.8543186599999999,0.8880028099999999,0.5784711499999999,1.2775938,1.00634592,1.7925338100000001,0.0010514988,0.0010514988,0.0010514988
6,474.727,1.0777029,1.0208437200000002,1.4979603600000002,0.9138524999999998,0.8709744399999999,0.9021209499999999,0.5961943499999999,1.19903757,0.8516464500000002,1.75584246,0.0010393911,0.0010393911,0.0010393911
7,553.37,1.05811101,0.9747784500000001,1.4788451100000002,0.87520384,0.8782248399999999,0.8974383999999999,0.6047135699999999,1.15081749,0.8557276800000001,1.6890334200000001,0.0010272933,0.0010272933,0.0010272933
8,632.215,1.0477639500000002,0.9357833400000001,1.4616264900000002,0.8958271999999998,0.8948000599999999,0.9144063499999999,0.62018109,1.13330097,0.8136443400000001,1.6693720200000002,0.0010151955,0.0010151955,0.0010151955
9,710.714,1.0240213200000001,0.92539656,1.4504155200000002,0.9153529299999998,0.8697257599999999,0.9266917499999999,0.6384682099999999,1.10665878,0.7735172100000002,1.6413197700000002,0.0010030977,0.0010030977,0.0010030977
10,789.341,1.01379342,0.89705634,1.4397209100000001,0.8750024399999999,0.8529994899999999,0.9051218099999999,0.6290628299999999,1.1310567900000001,0.8175964800000001,1.6614280200000002,0.0009909999,0.0009909999,0.0009909999
11,867.731,1.0031683200000001,0.8691828300000001,1.43058531,0.6825143899999999,0.5915117999999999,0.6534020199999999,0.42569917999999995,1.3047027000000002,1.72380828,1.86307653,0.0009789021,0.0009789021,0.0009789021
12,945.851,0.9848971200000002,0.8389559100000001,1.4133170400000004,0.9249899199999999,0.9142855099999999,0.9304478599999999,0.6448626599999999,1.08860604,0.7200540900000001,1.5869927400000001,0.0009668033100000001,0.0009668033100000001,0.0009668033100000001
13,1024.07,0.9785022000000002,0.83770473,1.4107848900000002,0.9315857699999999,0.9206195399999999,0.9328545899999999,0.64885038,1.0663827000000001,0.67794096,1.5784728000000001,0.00095470452,0.00095470452,0.00095470452
14,1102.56,0.9772808100000001,0.8278541700000002,1.41018909,0.9069041999999998,0.8844178899999999,0.9093512099999999,0.62372573,1.10479194,0.7420986900000002,1.66088187,0.00094260573,0.00094260573,0.00094260573
15,1180.59,0.9779262600000002,0.8098411500000001,1.4165442900000003,0.9357950299999999,0.9239124299999999,0.93651,0.66487175,1.0808209200000003,0.6747732900000001,1.57096572,0.00093050694,0.00093050694,0.00093050694
16,1258.97,0.9708263100000002,0.8060181000000001,1.4067831000000002,0.9261378999999998,0.9099151299999999,0.9316461899999999,0.67412608,1.0493527500000002,0.6749520300000001,1.5566268000000003,0.0009184081500000001,0.0009184081500000001,0.0009184081500000001
17,1337.22,0.9586719900000001,0.7833181200000001,1.39583031,0.91688357,0.9124124899999999,0.9234391399999998,0.6559799399999999,1.08328356,0.70474203,1.5881049,0.00090630936,0.00090630936,0.00090630936
18,1415.73,0.95540502,0.7782438900000002,1.3925633400000001,0.94329718,0.9083442099999999,0.9328948699999998,0.67200131,1.04725752,0.6777820800000001,1.54300284,0.00089421057,0.00089421057,0.00089421057
19,1493.7,0.9505889700000001,0.75873144,1.38784659,0.9438107499999999,0.9113349999999999,0.9339924999999999,0.68185984,1.0121946900000003,0.66117912,1.5221200500000003,0.00088211178,0.00088211178,0.00088211178
20,1571.74,0.9387921300000001,0.7547693700000001,1.3766256900000002,0.9274772099999999,0.9339119399999999,0.93725518,0.67862737,1.0232666400000001,0.63027696,1.5297661500000002,0.00087001299,0.00087001299,0.00087001299
21,1649.72,0.9347704800000001,0.74778858,1.3819680300000001,0.8952431399999999,0.8607433199999999,0.91587657,0.63143935,1.13335062,0.81229386,1.6272291000000003,0.0008579142,0.0008579142,0.0008579142
22,1728.03,0.9187732500000001,0.7354158000000001,1.3738750800000001,0.93467726,0.9257753799999999,0.9367315399999999,0.68953318,1.01426013,0.6167820900000001,1.5197467800000002,0.00084581541,0.00084581541,0.00084581541
23,1805.92,0.9338767800000001,0.7347405600000001,1.37159118,0.9285446299999999,0.91916946,0.9323108099999999,0.6589807999999999,1.06814031,0.66377085,1.5759009300000002,0.00083371662,0.00083371662,0.00083371662
24,1884.08,0.9202528200000001,0.73227792,1.3710450300000003,0.9534477399999999,0.9125534699999999,0.9412932499999999,0.69163781,1.0056011700000003,0.6156600000000001,1.5085854600000002,0.00082161783,0.00082161783,0.00082161783
25,1962.33,0.9100050600000001,0.7114348500000001,1.3641039600000002,0.9306694,0.9353922299999999,0.9385340699999999,0.6897647899999999,0.9973493400000002,0.6261162900000001,1.5078705000000001,0.00080951904,0.00080951904,0.00080951904
26,2040.62,0.9148111800000001,0.70255743,1.3565075100000001,0.9525414399999999,0.9236506099999999,0.9412428999999999,0.6886872999999999,1.01248266,0.6236536500000001,1.5013762800000001,0.00079742025,0.00079742025,0.00079742025
27,2118.23,0.9151686600000001,0.69831732,1.3600525200000002,0.9399740799999999,0.9314045099999999,0.9433575999999999,0.6996635999999999,1.00167882,0.6103573800000001,1.48157586,0.00078532146,0.00078532146,0.00078532146
28,2196.18,0.90645012,0.7042852500000001,1.35903966,0.9306694,0.9147990799999999,0.9361978299999999,0.6849613999999999,1.01617662,0.6264539100000001,1.49826819,0.00077322267,0.00077322267,0.00077322267
29,2274.31,0.8986451400000001,0.68232009,1.3468356900000003,0.9464893699999999,0.9292696699999999,0.9443645999999999,0.6970453999999999,0.99390363,0.6018573,1.4741482200000002,0.00076112388,0.00076112388,0.00076112388
30,2351.79,0.89249847,0.6816647100000001,1.3491990300000003,0.9411220599999999,0.9313340199999999,0.9330861999999999,0.68886856,0.985056,0.6010629000000001,1.4960438700000003,0.00074902509,0.00074902509,0.00074902509
31,2428.97,0.8873845200000001,0.6891717900000001,1.34594199,0.9405178599999999,0.9272355299999999,0.9408501699999999,0.6895935999999999,1.0239319500000001,0.6098112300000001,1.51133607,0.0007369262999999999,0.0007369262999999999,0.0007369262999999999
32,2506.66,0.8884867500000001,0.67659048,1.3450482900000003,0.9441027799999999,0.92401313,0.9462275499999999,0.69834443,0.9920467200000002,0.5903881500000001,1.4734134,0.00072482751,0.00072482751,0.00072482751
33,2584.19,0.8854382400000002,0.6741774900000002,1.3498742700000002,0.9516552799999999,0.9250805499999999,0.9452608299999999,0.7050409799999999,0.9642228600000001,0.57389442,1.4673958200000001,0.00071272872,0.00071272872,0.00071272872
34,2662.06,0.8878413,0.67857648,1.3444524900000001,0.9566499999999999,0.9245871199999999,0.9468720299999999,0.7071858899999999,0.9819379800000001,0.5821462500000001,1.47377088,0.00070062993,0.00070062993,0.00070062993
35,2739.68,0.8828763000000001,0.6700466100000001,1.33746177,0.9634271099999999,0.9304881399999999,0.9480905,0.7035707599999999,0.9759799800000001,0.5765159400000001,1.4668993200000002,0.00068853114,0.00068853114,0.00068853114
36,2817.22,0.8841572700000001,0.6623707200000001,1.3340756400000002,0.96665958,0.9276483999999999,0.9522292699999999,0.7105996199999999,0.9588209400000001,0.5639544900000001,1.4360964600000001,0.0006764323499999999,0.0006764323499999999,0.0006764323499999999
