epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,83.5751,1.1240714000000003,2.1398967500000006,1.5581600500000001,0.7760509499999999,0.7729455,0.7895480999999999,0.48833954999999996,1.2497399,1.7123850500000002,1.8313870500000002,0.00036527238000000004,0.00036527238000000004,0.00036527238000000004
2,163.291,1.1298424000000002,1.4440833000000002,1.53947395,0.8434864499999999,0.656064,0.7567448999999999,0.43294394999999997,1.45704815,1.4269295000000002,2.0751919,0.0007238513699999999,0.0007238513699999999,0.0007238513699999999
3,241.49,1.1522498,1.2959477000000001,1.55447855,0.7757092499999999,0.7694782499999999,0.8107133999999999,0.47491275,1.3784133,1.3629709,1.9990047499999999,0.0010743678,0.0010743678,0.0010743678
4,319.11,1.13023045,1.14825985,1.5308274000000002,0.8367830999999999,0.8264919,0.8598981,0.5483179499999999,1.3079573500000001,1.05184435,1.89419145,0.0010635966,0.0010635966,0.0010635966
5,397.062,1.1098031000000002,1.0819033,1.5193849000000001,0.8725208999999998,0.8526218999999999,0.8862391499999999,0.5773222499999999,1.280167,1.0083728,1.7961441500000002,0.0010514988,0.0010514988,0.0010514988
6,474.727,1.0798735000000002,1.0228998000000002,1.5009774000000002,0.9120374999999998,0.8692445999999999,0.90032925,0.5950102499999999,1.2014525500000002,0.8533617500000001,1.7593789000000002,0.0010393911,0.0010393911,0.0010393911
7,553.37,1.06024215,0.9767417500000001,1.4818236500000002,0.8734656,0.8764805999999999,0.8956559999999999,0.6035125499999999,1.1531353500000001,0.8574512000000001,1.6924353,0.0010272933,0.0010272933,0.0010272933
8,632.215,1.0498742500000002,0.9376681000000001,1.46457035,0.8940479999999998,0.8930229,0.9125902499999999,0.61894935,1.13558355,0.8152831,1.6727343000000003,0.0010151955,0.0010151955,0.0010151955
9,710.714,1.0260838,0.9272604000000001,1.4533368,0.9135349499999998,0.8679984,0.9248512499999999,0.63720015,1.1088877000000001,0.7750751500000002,1.6446255500000002,0.0010030977,0.0010030977,0.0010030977
10,789.341,1.0158353,0.8988631,1.44262065,0.8732646,0.8513053499999998,0.9033241499999999,0.6278134499999999,1.13333485,0.8192432000000001,1.6647743000000002,0.0009909999,0.0009909999,0.0009909999
11,867.731,1.0051888000000002,0.8709334500000001,1.43346665,0.6811588499999999,0.590337,0.6521043,0.42485369999999995,1.3073305000000002,1.7272802,1.8668289500000002,0.0009789021,0.0009789021,0.0009789021
12,945.851,0.9868808000000001,0.8406456500000001,1.4161636000000002,0.9231528,0.9124696499999999,0.9285998999999999,0.6435818999999999,1.0907986,0.7215043500000001,1.5901891000000001,0.0009668033100000001,0.0009668033100000001,0.0009668033100000001
13,1024.07,0.9804730000000001,0.8393919500000001,1.4136263500000001,0.9297355499999999,0.9187911,0.9310018499999999,0.6475616999999999,1.0685305000000003,0.6793064000000001,1.581652,0.00095470452,0.00095470452,0.00095470452
